collaborative,description,external_urls,href,id,images,name,owner,primary_color,public,snapshot_id,tracks,type,uri
False,quiet instrumental songs for reading in bed or falling asleep (picture: &quot;Ophelia&quot; by Friedrich Heyser),{'spotify': 'https://open.spotify.com/playlist/5cwPclg5ZtafoBPWgZMHMb'},https://api.spotify.com/v1/playlists/5cwPclg5ZtafoBPWgZMHMb,5cwPclg5ZtafoBPWgZMHMb,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c3dcdcb8727cd0038e662f4c4', 'width': None}]",classical music to study or sleep to,"{'display_name': 'Aemeralds', 'external_urls': {'spotify': 'https://open.spotify.com/user/31vjwquron2hqxxriajo4pmtb2qi'}, 'href': 'https://api.spotify.com/v1/users/31vjwquron2hqxxriajo4pmtb2qi', 'id': '31vjwquron2hqxxriajo4pmtb2qi', 'type': 'user', 'uri': 'spotify:user:31vjwquron2hqxxriajo4pmtb2qi'}",,True,AAAHZA4KNqKShvjv+iSXUJxxRmcJm5wW,"{'href': 'https://api.spotify.com/v1/playlists/5cwPclg5ZtafoBPWgZMHMb/tracks', 'total': 193}",playlist,spotify:playlist:5cwPclg5ZtafoBPWgZMHMb
False,"Best Classical Music for Relaxing Focus Working Reading Background Instrumental Classics. Peaceful Studying Playlist Listen to <a href=""https://open.spotify.com/playlist/7oJS52tMqcz2ZVITSfWm0h"">calming Classical Piano playlist </a> Bach, Tchaikovsky, Mozart, Beethoven, Chopin, Vivaldi and more!",{'spotify': 'https://open.spotify.com/playlist/0QknRAZUpwPtM2dQIzAnAa'},https://api.spotify.com/v1/playlists/0QknRAZUpwPtM2dQIzAnAa,0QknRAZUpwPtM2dQIzAnAa,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c490274beb31d3c613639793e', 'width': None}]",Classical Study Music for Focus 🎻🎶,"{'display_name': 'Prime Feelings', 'external_urls': {'spotify': 'https://open.spotify.com/user/dlf2he31zeeqiypbj1tde310e'}, 'href': 'https://api.spotify.com/v1/users/dlf2he31zeeqiypbj1tde310e', 'id': 'dlf2he31zeeqiypbj1tde310e', 'type': 'user', 'uri': 'spotify:user:dlf2he31zeeqiypbj1tde310e'}",,True,AAAD917y6NLY9KjY18npFwbpuYCzsVs2,"{'href': 'https://api.spotify.com/v1/playlists/0QknRAZUpwPtM2dQIzAnAa/tracks', 'total': 629}",playlist,spotify:playlist:0QknRAZUpwPtM2dQIzAnAa
False,,{'spotify': 'https://open.spotify.com/playlist/31t0f17KSwPeXgoaJmdzOF'},https://api.spotify.com/v1/playlists/31t0f17KSwPeXgoaJmdzOF,31t0f17KSwPeXgoaJmdzOF,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da847cc3684ffa56faa5784d171c', 'width': None}]",Relaxing Classical Christmas ,"{'display_name': 'Susan W Knudson', 'external_urls': {'spotify': 'https://open.spotify.com/user/cantstopshopping'}, 'href': 'https://api.spotify.com/v1/users/cantstopshopping', 'id': 'cantstopshopping', 'type': 'user', 'uri': 'spotify:user:cantstopshopping'}",,True,AAABIT3r3lCqZsDUKM5D6KJli3DXbYER,"{'href': 'https://api.spotify.com/v1/playlists/31t0f17KSwPeXgoaJmdzOF/tracks', 'total': 247}",playlist,spotify:playlist:31t0f17KSwPeXgoaJmdzOF
False,"Essential tracks from the most notable classical works ever recorded - both old and new. Featuring Mozart, Beethoven, Bach, Chopin, Satie, Brahms, Vivaldi, Max Richter, Ludovico Einaudi",{'spotify': 'https://open.spotify.com/playlist/1h0CEZCm6IbFTbxThn6Xcs'},https://api.spotify.com/v1/playlists/1h0CEZCm6IbFTbxThn6Xcs,1h0CEZCm6IbFTbxThn6Xcs,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c4ed1546759ae6e2e1256cfb0', 'width': None}]",Best Classical Music,"{'display_name': 'Peaceful Classics', 'external_urls': {'spotify': 'https://open.spotify.com/user/peacefulclassics'}, 'href': 'https://api.spotify.com/v1/users/peacefulclassics', 'id': 'peacefulclassics', 'type': 'user', 'uri': 'spotify:user:peacefulclassics'}",,True,AAAE83xEqaOkcoBHuDwyT12uKJ1Ey/xL,"{'href': 'https://api.spotify.com/v1/playlists/1h0CEZCm6IbFTbxThn6Xcs/tracks', 'total': 226}",playlist,spotify:playlist:1h0CEZCm6IbFTbxThn6Xcs
False,,{'spotify': 'https://open.spotify.com/playlist/4RTQQicZ8nrxbhqKRrpiJC'},https://api.spotify.com/v1/playlists/4RTQQicZ8nrxbhqKRrpiJC,4RTQQicZ8nrxbhqKRrpiJC,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84f353e1472097bea130bd854f', 'width': None}]",gut-wrenchingly beautiful pieces of classical music ,"{'display_name': 'mileadiponzio', 'external_urls': {'spotify': 'https://open.spotify.com/user/kmqor4mdh69ashw2ou84iwokg'}, 'href': 'https://api.spotify.com/v1/users/kmqor4mdh69ashw2ou84iwokg', 'id': 'kmqor4mdh69ashw2ou84iwokg', 'type': 'user', 'uri': 'spotify:user:kmqor4mdh69ashw2ou84iwokg'}",,True,AAAAqUfP+w3L9hshJ0EPTMBhX8CBxs/6,"{'href': 'https://api.spotify.com/v1/playlists/4RTQQicZ8nrxbhqKRrpiJC/tracks', 'total': 99}",playlist,spotify:playlist:4RTQQicZ8nrxbhqKRrpiJC
False,Get into the Xmas spirit with peaceful instrumental and classical versions of carols &amp; classics on piano &amp; strings – for a relaxing holiday.,{'spotify': 'https://open.spotify.com/playlist/3ggRyPeN5BcQSBJ2UB6G8L'},https://api.spotify.com/v1/playlists/3ggRyPeN5BcQSBJ2UB6G8L,3ggRyPeN5BcQSBJ2UB6G8L,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da846fc949ee57fa6fcf683956c7', 'width': None}]",Christmas 🎄 Instrumental Music 2025,"{'display_name': 'Filtr Christmas Sweden', 'external_urls': {'spotify': 'https://open.spotify.com/user/filtrchristmas'}, 'href': 'https://api.spotify.com/v1/users/filtrchristmas', 'id': 'filtrchristmas', 'type': 'user', 'uri': 'spotify:user:filtrchristmas'}",,True,AAAMhtugnK0jKH/eCjsId2fai6FNpvMW,"{'href': 'https://api.spotify.com/v1/playlists/3ggRyPeN5BcQSBJ2UB6G8L/tracks', 'total': 750}",playlist,spotify:playlist:3ggRyPeN5BcQSBJ2UB6G8L
False,,{'spotify': 'https://open.spotify.com/playlist/62y3BHKehWnb1hlaPclDAA'},https://api.spotify.com/v1/playlists/62y3BHKehWnb1hlaPclDAA,62y3BHKehWnb1hlaPclDAA,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e022a0e6aff34e828392e1df7d0ab67616d00001e02881fb62d913fe712fc2e1c95ab67616d00001e02a4dfa7122ec07fe3a1af22e7ab67616d00001e02c6e0948bbb0681ff29cdbae8', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e022a0e6aff34e828392e1df7d0ab67616d00001e02881fb62d913fe712fc2e1c95ab67616d00001e02a4dfa7122ec07fe3a1af22e7ab67616d00001e02c6e0948bbb0681ff29cdbae8', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e022a0e6aff34e828392e1df7d0ab67616d00001e02881fb62d913fe712fc2e1c95ab67616d00001e02a4dfa7122ec07fe3a1af22e7ab67616d00001e02c6e0948bbb0681ff29cdbae8', 'width': 60}]",Best of HipHop (2000-2025),"{'display_name': 'Quentin McCorvey Jr.', 'external_urls': {'spotify': 'https://open.spotify.com/user/122814007'}, 'href': 'https://api.spotify.com/v1/users/122814007', 'id': '122814007', 'type': 'user', 'uri': 'spotify:user:122814007'}",,True,AAALwcYMuZQfGZr47EN5NlBo7KrsnPjo,"{'href': 'https://api.spotify.com/v1/playlists/62y3BHKehWnb1hlaPclDAA/tracks', 'total': 456}",playlist,spotify:playlist:62y3BHKehWnb1hlaPclDAA
False,"Hip Hop back in the day. Make sure to add (+) this playlist to your library as I update weekly with new songs. Songs by Snoop Dogg, Dre, Biggie Smalls, Ja Rule, 50 cent, Mase, Diddy,   Tupac, Lil Jon, OutKast, Big Pun, Fat Joe and more. ",{'spotify': 'https://open.spotify.com/playlist/04C2Ck8ZTVTBn54mOyaXuW'},https://api.spotify.com/v1/playlists/04C2Ck8ZTVTBn54mOyaXuW,04C2Ck8ZTVTBn54mOyaXuW,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0203ca37157b9ceefbe8fe225bab67616d00001e02639fea4197e676cfe9512e04ab67616d00001e02683fee123a35b36d53f21a58ab67616d00001e029b19c107109de740bad72df5', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0203ca37157b9ceefbe8fe225bab67616d00001e02639fea4197e676cfe9512e04ab67616d00001e02683fee123a35b36d53f21a58ab67616d00001e029b19c107109de740bad72df5', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0203ca37157b9ceefbe8fe225bab67616d00001e02639fea4197e676cfe9512e04ab67616d00001e02683fee123a35b36d53f21a58ab67616d00001e029b19c107109de740bad72df5', 'width': 60}]",90’s & 2000’s Hip Hop Bangers,"{'display_name': 'Johnny Thunder', 'external_urls': {'spotify': 'https://open.spotify.com/user/onthegoemail'}, 'href': 'https://api.spotify.com/v1/users/onthegoemail', 'id': 'onthegoemail', 'type': 'user', 'uri': 'spotify:user:onthegoemail'}",,True,AAAAZXSAxdR6gYaU0Nk20L5onEKQo1VK,"{'href': 'https://api.spotify.com/v1/playlists/04C2Ck8ZTVTBn54mOyaXuW/tracks', 'total': 92}",playlist,spotify:playlist:04C2Ck8ZTVTBn54mOyaXuW
False,"These songs reflect all ages of hip-hop’s development, from early ‘80s crews reduced by Reaganomics to fighting rats for candy canes, to West Coast gangstas partying with Santa, to crunk icons having fun underneath the mistletoe, to Tyler, The Creator’s festive offerings.",{'spotify': 'https://open.spotify.com/playlist/5bAnvwMB2RGZLNMDeDmytL'},https://api.spotify.com/v1/playlists/5bAnvwMB2RGZLNMDeDmytL,5bAnvwMB2RGZLNMDeDmytL,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c19ce000fc79e2fdd350fdcc1', 'width': None}]",The Best Christmas Hip-Hop Songs,"{'display_name': 'Cor Giesing', 'external_urls': {'spotify': 'https://open.spotify.com/user/1114171022'}, 'href': 'https://api.spotify.com/v1/users/1114171022', 'id': '1114171022', 'type': 'user', 'uri': 'spotify:user:1114171022'}",,True,AAAAcyZQRFWRkUc5miXC/XaCRoEdHwRT,"{'href': 'https://api.spotify.com/v1/playlists/5bAnvwMB2RGZLNMDeDmytL/tracks', 'total': 40}",playlist,spotify:playlist:5bAnvwMB2RGZLNMDeDmytL
False,Finest of the finest HipHop playlist on Spotify. Cover by: Kendrick Lamar,{'spotify': 'https://open.spotify.com/playlist/5TZkls9cEOzWDR6qCxwDot'},https://api.spotify.com/v1/playlists/5TZkls9cEOzWDR6qCxwDot,5TZkls9cEOzWDR6qCxwDot,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c500b2d3b5b31f68ae1c74c13', 'width': None}]",HipHop 2025,"{'display_name': 'The Swinging Turtle', 'external_urls': {'spotify': 'https://open.spotify.com/user/theswingingturtle'}, 'href': 'https://api.spotify.com/v1/users/theswingingturtle', 'id': 'theswingingturtle', 'type': 'user', 'uri': 'spotify:user:theswingingturtle'}",,True,AAAd/gzFH3scSyujgJxJdbe6T8ypvO2T,"{'href': 'https://api.spotify.com/v1/playlists/5TZkls9cEOzWDR6qCxwDot/tracks', 'total': 327}",playlist,spotify:playlist:5TZkls9cEOzWDR6qCxwDot
False,CLEAN BANGERS 2024 🔥 HIP HOP 2024 CLEAN,{'spotify': 'https://open.spotify.com/playlist/5VwV9uQnra6LKZTsibB84a'},https://api.spotify.com/v1/playlists/5VwV9uQnra6LKZTsibB84a,5VwV9uQnra6LKZTsibB84a,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0214648e30cc285d53012dee64ab67616d00001e024d5ab2706903846f36a44210ab67616d00001e027529f737f9811a49f4e04baaab67616d00001e02c185e37be2a06b5c6f2dc704', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0214648e30cc285d53012dee64ab67616d00001e024d5ab2706903846f36a44210ab67616d00001e027529f737f9811a49f4e04baaab67616d00001e02c185e37be2a06b5c6f2dc704', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0214648e30cc285d53012dee64ab67616d00001e024d5ab2706903846f36a44210ab67616d00001e027529f737f9811a49f4e04baaab67616d00001e02c185e37be2a06b5c6f2dc704', 'width': 60}]",CLEAN BANGERS 2025 🔥 HIP HOP 2025 CLEAN,"{'display_name': '3030 Music', 'external_urls': {'spotify': 'https://open.spotify.com/user/zf4z55y87iukogsu6t4q74gmv'}, 'href': 'https://api.spotify.com/v1/users/zf4z55y87iukogsu6t4q74gmv', 'id': 'zf4z55y87iukogsu6t4q74gmv', 'type': 'user', 'uri': 'spotify:user:zf4z55y87iukogsu6t4q74gmv'}",,True,AAAAzdi1DINyerQV2jkNZiUY+VOp3jPs,"{'href': 'https://api.spotify.com/v1/playlists/5VwV9uQnra6LKZTsibB84a/tracks', 'total': 320}",playlist,spotify:playlist:5VwV9uQnra6LKZTsibB84a
False,Find our playlist with these keywords: best 2000s hip hop music - 2000s hip hop music - 2000 hip hop - 00 hip hop songs - hip hop music video 2000s - 2000s hip hop hits - 2000s hip hop - hip hop 2000s - hip hop music mix 2000s - hip hop music video mix 2000s - best 2000s hip hop - 00s hip hop mix,{'spotify': 'https://open.spotify.com/playlist/0dMexqq0XIWS3QJ74z3ZhD'},https://api.spotify.com/v1/playlists/0dMexqq0XIWS3QJ74z3ZhD,0dMexqq0XIWS3QJ74z3ZhD,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000d72c52f4e9a551e7d34e149b92c6', 'width': None}]",Hip Hop 2000s Music - Best Hip Hop Hits of the 00s Playlist (Top Hip Hop Songs from 2000 to 2009),"{'display_name': 'Redlist Playlists', 'external_urls': {'spotify': 'https://open.spotify.com/user/7bntwjdswpqhrnqr0gssydbd0'}, 'href': 'https://api.spotify.com/v1/users/7bntwjdswpqhrnqr0gssydbd0', 'id': '7bntwjdswpqhrnqr0gssydbd0', 'type': 'user', 'uri': 'spotify:user:7bntwjdswpqhrnqr0gssydbd0'}",,True,AAAn5P9HmsuQH5pRxmqMKHGuIcM7Pr9U,"{'href': 'https://api.spotify.com/v1/playlists/0dMexqq0XIWS3QJ74z3ZhD/tracks', 'total': 150}",playlist,spotify:playlist:0dMexqq0XIWS3QJ74z3ZhD
False,fresh todays hip hop &amp; R&amp;B Hits Mainstream and underrated music cover: Drake submit: hopernbdigz@gmail.com,{'spotify': 'https://open.spotify.com/playlist/3HdSckkMqRWQ7AYNbIS9Xt'},https://api.spotify.com/v1/playlists/3HdSckkMqRWQ7AYNbIS9Xt,3HdSckkMqRWQ7AYNbIS9Xt,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72cd6d9f30325c6d9f030a4ae8b', 'width': None}]",TODAYS HIP-HOP/ R&B HITS 🔥🔥,"{'display_name': 'HOPE SOUNDZ', 'external_urls': {'spotify': 'https://open.spotify.com/user/4kmyuv6tr6t6o60wymh10m3k3'}, 'href': 'https://api.spotify.com/v1/users/4kmyuv6tr6t6o60wymh10m3k3', 'id': '4kmyuv6tr6t6o60wymh10m3k3', 'type': 'user', 'uri': 'spotify:user:4kmyuv6tr6t6o60wymh10m3k3'}",,True,AAACNAw9b0EUlJ4WgEjtFjHLcnF+jRn6,"{'href': 'https://api.spotify.com/v1/playlists/3HdSckkMqRWQ7AYNbIS9Xt/tracks', 'total': 147}",playlist,spotify:playlist:3HdSckkMqRWQ7AYNbIS9Xt
False,"Lofi Study 2025 is a playlist composed of the best lofi hip hop music, perfect to accompany those long study or work sessions. <a href=""https://bit.ly/lofi-sleep-spotify"">Click here if you need lofi to sleep 💤</a>",{'spotify': 'https://open.spotify.com/playlist/6zCID88oNjNv9zx6puDHKj'},https://api.spotify.com/v1/playlists/6zCID88oNjNv9zx6puDHKj,6zCID88oNjNv9zx6puDHKj,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72ce8fcb214bcd7d054018d9fe4', 'width': None}]",Lofi Study 2025,"{'display_name': 'Lofi Girl', 'external_urls': {'spotify': 'https://open.spotify.com/user/chilledcow'}, 'href': 'https://api.spotify.com/v1/users/chilledcow', 'id': 'chilledcow', 'type': 'user', 'uri': 'spotify:user:chilledcow'}",,True,AAABt1UKWvIpRYn7V4rRZrCWkYutSDfM,"{'href': 'https://api.spotify.com/v1/playlists/6zCID88oNjNv9zx6puDHKj/tracks', 'total': 188}",playlist,spotify:playlist:6zCID88oNjNv9zx6puDHKj
False,Una playlist con un gusto esquisito por la música con bajos,{'spotify': 'https://open.spotify.com/playlist/0D3OBV654y6cJRwg9bztkk'},https://api.spotify.com/v1/playlists/0D3OBV654y6cJRwg9bztkk,0D3OBV654y6cJRwg9bztkk,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84c9612683fd3749cbaba3620f', 'width': None}]",LO MEJOR EN ELECTRÓNICA😈👻,"{'display_name': 'Rafael Garcia', 'external_urls': {'spotify': 'https://open.spotify.com/user/22mnya3myaazvtuaetq2uupuy'}, 'href': 'https://api.spotify.com/v1/users/22mnya3myaazvtuaetq2uupuy', 'id': '22mnya3myaazvtuaetq2uupuy', 'type': 'user', 'uri': 'spotify:user:22mnya3myaazvtuaetq2uupuy'}",,True,AAAAW5Z/ZtBr0+lnjL/uaCycd7Ei4+KH,"{'href': 'https://api.spotify.com/v1/playlists/0D3OBV654y6cJRwg9bztkk/tracks', 'total': 60}",playlist,spotify:playlist:0D3OBV654y6cJRwg9bztkk
False,,{'spotify': 'https://open.spotify.com/playlist/3tRhisNDv5YZXPQltBbJNc'},https://api.spotify.com/v1/playlists/3tRhisNDv5YZXPQltBbJNc,3tRhisNDv5YZXPQltBbJNc,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da841d585f33ae934300f1615375', 'width': None}]",Best Electronic Music Of All Time,"{'display_name': 'PlaylistStation', 'external_urls': {'spotify': 'https://open.spotify.com/user/caiolaurindopereira'}, 'href': 'https://api.spotify.com/v1/users/caiolaurindopereira', 'id': 'caiolaurindopereira', 'type': 'user', 'uri': 'spotify:user:caiolaurindopereira'}",,True,AAAGh/RPqLv20eeGCD7OlcXr8iDYfwdI,"{'href': 'https://api.spotify.com/v1/playlists/3tRhisNDv5YZXPQltBbJNc/tracks', 'total': 180}",playlist,spotify:playlist:3tRhisNDv5YZXPQltBbJNc
False,,{'spotify': 'https://open.spotify.com/playlist/1xucPVSxtJrEAhZVHLPNM4'},https://api.spotify.com/v1/playlists/1xucPVSxtJrEAhZVHLPNM4,1xucPVSxtJrEAhZVHLPNM4,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0245c900291d08ed323fcd6309ab67616d00001e025ba3161cb6c3f3219faaad02ab67616d00001e026500b68b5138f81d895654b5ab67616d00001e0285a2da83b5b340365ae7d8cd', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0245c900291d08ed323fcd6309ab67616d00001e025ba3161cb6c3f3219faaad02ab67616d00001e026500b68b5138f81d895654b5ab67616d00001e0285a2da83b5b340365ae7d8cd', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0245c900291d08ed323fcd6309ab67616d00001e025ba3161cb6c3f3219faaad02ab67616d00001e026500b68b5138f81d895654b5ab67616d00001e0285a2da83b5b340365ae7d8cd', 'width': 60}]",CLASICAS DE LA ELECTRONICA 🪩,"{'display_name': ""𝕬𝖓𝖚𝖊𝖑 𝕸𝖊𝖝'𝕬𝖟 🪶🪶"", 'external_urls': {'spotify': 'https://open.spotify.com/user/31q3vqh3aium6xszkpmkbjx2zxe4'}, 'href': 'https://api.spotify.com/v1/users/31q3vqh3aium6xszkpmkbjx2zxe4', 'id': '31q3vqh3aium6xszkpmkbjx2zxe4', 'type': 'user', 'uri': 'spotify:user:31q3vqh3aium6xszkpmkbjx2zxe4'}",,True,AAAAJwv3tTU4ccBNzKOfn50xbzkOPJYK,"{'href': 'https://api.spotify.com/v1/playlists/1xucPVSxtJrEAhZVHLPNM4/tracks', 'total': 36}",playlist,spotify:playlist:1xucPVSxtJrEAhZVHLPNM4
False,"The playlisted history of EDM’s storied saga, detailing the most important electronic dance music songs all-time from every genre and artist",{'spotify': 'https://open.spotify.com/playlist/7uMtlAoZ82WCBNlHtNH35l'},https://api.spotify.com/v1/playlists/7uMtlAoZ82WCBNlHtNH35l,7uMtlAoZ82WCBNlHtNH35l,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84e9fdc177b857854d5014bd5b', 'width': None}]",100 Most Iconic EDM Songs,"{'display_name': 'Ray Fontaine', 'external_urls': {'spotify': 'https://open.spotify.com/user/1221028518'}, 'href': 'https://api.spotify.com/v1/users/1221028518', 'id': '1221028518', 'type': 'user', 'uri': 'spotify:user:1221028518'}",,True,AAAC+JgdYSDD+w9F3i6ehqkFpD+wcJQO,"{'href': 'https://api.spotify.com/v1/playlists/7uMtlAoZ82WCBNlHtNH35l/tracks', 'total': 105}",playlist,spotify:playlist:7uMtlAoZ82WCBNlHtNH35l
False,RA's best electronic tracks of the 21st century so far. Read the full feature: https://ra.co/features/4481,{'spotify': 'https://open.spotify.com/playlist/2GdGoF0fy6U5DNlQ4KANS6'},https://api.spotify.com/v1/playlists/2GdGoF0fy6U5DNlQ4KANS6,2GdGoF0fy6U5DNlQ4KANS6,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c9e6116a9ad9be0e59e09a176', 'width': None}]",The Best Electronic Tracks of 2000-25,"{'display_name': 'Resident Advisor', 'external_urls': {'spotify': 'https://open.spotify.com/user/residentadvisor'}, 'href': 'https://api.spotify.com/v1/users/residentadvisor', 'id': 'residentadvisor', 'type': 'user', 'uri': 'spotify:user:residentadvisor'}",,True,AAAB5JrG/OJmC7ukg/EqfhsbX2eg8DdJ,"{'href': 'https://api.spotify.com/v1/playlists/2GdGoF0fy6U5DNlQ4KANS6/tracks', 'total': 453}",playlist,spotify:playlist:2GdGoF0fy6U5DNlQ4KANS6
False,"Dive into the pulsating beats and hypnotic sounds of Electronica 2025! 🌌 This playlist delivers a seamless blend of futuristic synths, deep basslines, and immersive soundscapes that will transport you to another dimension. 🚀 From chill ambient grooves 🌙 to high-energy anthems 🔊, it&#x27;s a sonic journey",{'spotify': 'https://open.spotify.com/playlist/6KbnPl22U2SPmPJrX9FOc9'},https://api.spotify.com/v1/playlists/6KbnPl22U2SPmPJrX9FOc9,6KbnPl22U2SPmPJrX9FOc9,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84cf5808867dce9168421b3f4f', 'width': None}]",⚡ ELECTRONICA 2025 🎶,"{'display_name': 'Viral Vibes', 'external_urls': {'spotify': 'https://open.spotify.com/user/31heo7lyr4a7qeazqxeynrn2ihcu'}, 'href': 'https://api.spotify.com/v1/users/31heo7lyr4a7qeazqxeynrn2ihcu', 'id': '31heo7lyr4a7qeazqxeynrn2ihcu', 'type': 'user', 'uri': 'spotify:user:31heo7lyr4a7qeazqxeynrn2ihcu'}",,True,AAAAhScXM4/2jvrxVx/Wykv87CEZaWiK,"{'href': 'https://api.spotify.com/v1/playlists/6KbnPl22U2SPmPJrX9FOc9/tracks', 'total': 44}",playlist,spotify:playlist:6KbnPl22U2SPmPJrX9FOc9
False,"Deep House, House &amp; Electronic Dance Music for 2026. Updated weekly!",{'spotify': 'https://open.spotify.com/playlist/6vDGVr652ztNWKZuHvsFvx'},https://api.spotify.com/v1/playlists/6vDGVr652ztNWKZuHvsFvx,6vDGVr652ztNWKZuHvsFvx,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da847ef202530a143cfa5f88e055', 'width': None}]",Deep House 2026,"{'display_name': 'selected.', 'external_urls': {'spotify': 'https://open.spotify.com/user/selectedbase'}, 'href': 'https://api.spotify.com/v1/users/selectedbase', 'id': 'selectedbase', 'type': 'user', 'uri': 'spotify:user:selectedbase'}",,True,AAAKF5pIijGPwFN53G9/cBD3qE1XIr8p,"{'href': 'https://api.spotify.com/v1/playlists/6vDGVr652ztNWKZuHvsFvx/tracks', 'total': 150}",playlist,spotify:playlist:6vDGVr652ztNWKZuHvsFvx
False,,{'spotify': 'https://open.spotify.com/playlist/0qYAqOsMGJPntjVEKV5WOF'},https://api.spotify.com/v1/playlists/0qYAqOsMGJPntjVEKV5WOF,0qYAqOsMGJPntjVEKV5WOF,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e020c8ac83035e9588e8ad34b90ab67616d00001e0288a4a43acf0d1901da9d2975ab67616d00001e029f1b21f21b13ff2d3e891f6bab67616d00001e02fb1cb900d28642e668d77b12', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e020c8ac83035e9588e8ad34b90ab67616d00001e0288a4a43acf0d1901da9d2975ab67616d00001e029f1b21f21b13ff2d3e891f6bab67616d00001e02fb1cb900d28642e668d77b12', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e020c8ac83035e9588e8ad34b90ab67616d00001e0288a4a43acf0d1901da9d2975ab67616d00001e029f1b21f21b13ff2d3e891f6bab67616d00001e02fb1cb900d28642e668d77b12', 'width': 60}]",indie rock 🎸🌱,"{'display_name': 'MattLuciano2', 'external_urls': {'spotify': 'https://open.spotify.com/user/nateccc321'}, 'href': 'https://api.spotify.com/v1/users/nateccc321', 'id': 'nateccc321', 'type': 'user', 'uri': 'spotify:user:nateccc321'}",,True,AAADnhiamFMgmO0yA2IcLeVarnVBTw0s,"{'href': 'https://api.spotify.com/v1/playlists/0qYAqOsMGJPntjVEKV5WOF/tracks', 'total': 224}",playlist,spotify:playlist:0qYAqOsMGJPntjVEKV5WOF
